"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3980","Заходим на страницу /setting","chromium","Sun May 11 21:02:29 MSK 2025","failed","Sun May 11 21:02:33 MSK 2025","Создание и проверка статьи","settingUser.spec.js","",""
